,id,sku,max_image
214,82143442,3773833064020,3
215,205181065,7992863597469,10
216,248779921,7045057650491,5
217,193328527,9267211688864,9
218,192984374,8196080392880,8
219,49157839,1626150268153,1
220,193196762,1571063578008,10
221,206204681,4011318521298,5
222,140422666,2214782825558,10
223,185259160,6272426710734,7
224,115788071,3965078754711,4
225,86866556,3818055820792,4
226,196888659,9159018998479,4
227,153261157,2673706807136,1
228,169438698,8913108875788,5
229,16334885,7079697109528,3
230,181805039,1272368860180,9
231,193198310,1502226397414,6
232,68859764,7623579082777,1
233,248800215,9969150762379,5
234,169036497,8868975157165,8
235,105711841,5514233488830,1
236,202042470,5733654409564,6
237,182317357,4000843847838,4
238,193112525,7512749923669,7
239,54614404,2387642516327,1
240,199633885,6030163059241,8
241,244120918,8556205998171,4
242,251583796,2655250002040,1
243,247883076,5198288218028,8
244,163931421,8830197552915,10
245,208220647,5021137948260,10
246,144219168,3147255393417,8
247,95878851,5777538542536,7
248,82142342,6192121842989,7
249,128268901,4836580995523,9
250,214918558,3903513548502,7
251,173576286,2314822976104,6
252,58867435,7719878394106,3
253,244108926,7013973863025,8
254,143156856,4010433985176,7
255,72904445,8418175003900,6
256,194783649,5432649448884,8
257,192979985,4586122927240,8
258,125777196,8038535305380,1
259,196901377,6146363989259,11
260,143152970,7479313436511,8
261,199632641,1878953144123,8
262,181805115,2691277142247,10
263,193413808,5096583284894,5
264,244115838,1625434777056,7
265,249941940,7588271251698,8
266,99326503,7713414718724,7
267,192980978,8302078902206,5
268,174538218,3105989445720,13
269,142778428,5625427684962,5
270,178958502,7928089655388,4
271,193327674,6223484015239,4
272,244108483,2332120743503,8
273,244113644,2977428319115,7
274,113433926,4675544228485,5
275,155527293,3593598707822,9
276,198784512,4017893390977,2
277,68237846,1774841324289,7
278,111231879,4424440970636,7
279,214919355,8755338478967,8
280,192985027,2282072214614,10
281,165273555,8998988892485,11
282,146926185,1183170140707,6
283,174184835,1200601565690,13
284,100967518,1970009186821,9
285,171231700,4039312440270,6
286,116624870,8572883532077,8
287,167531689,9962430931608,6
288,122302424,2485500978041,8
289,103019027,2040984505511,6
290,192979925,2368381144863,9
291,194783736,1927927655862,2
292,184762842,3855644596212,5
293,192984501,2585568178090,10
294,249942204,6651069336226,10
295,208017241,8831418583862,6
296,127304363,5685322287283,2
297,110947734,9793592481421,5
298,138558850,7230705128202,7
299,216360035,5622694325903,4
300,71934704,7372826060678,12
301,191922072,2102597925452,5
302,165257354,6091551775767,9
303,148072378,6038914216566,9
304,196234173,2965355703718,5
305,181566184,4771322320568,6
306,171195697,1974063439429,2
307,97941876,9282923677651,8
308,196224748,3241157719375,8
309,116861294,8659525895100,5
310,83396953,8204020861432,9
311,192984773,4272876754111,10
312,101012645,3160269753775,9
313,94103285,7964666524459,6
314,195432159,1734173320064,4
315,144700942,1779211710241,6
316,125781253,6848245277215,4
317,136137759,8519786241227,6
318,171169848,3896768539313,5
319,114277793,6573299654880,1
320,125777612,2666475029782,4
321,178318745,8487629322561,10
322,165681620,4949176838041,7
323,182991526,5441367248450,5
324,244109939,6479542411827,6
325,259539289,3276314723571,10
326,252729810,3404346522031,9
327,253071613,9107727755125,5
328,216901239,8569106143370,7
329,244111044,2519839354552,6
330,244116032,8930167372064,5
331,244113700,5214637540405,6
332,252729935,3277409381247,9
333,198631492,8089639615178,8
334,252732371,7441475616424,10
335,243011119,2554353367681,2
336,206105785,5128547746877,2
337,241991484,1439874874970,6
338,244108529,3640957778242,7
339,244121548,5795559735484,6
340,244117507,5045790733504,6
341,244116838,6457375058082,9
342,196889711,4479145546883,4
343,262846448,1604565880207,4
344,205179738,8112526177816,10
345,182992001,9579162505994,6
346,201486020,5370981995502,9
347,205857868,6492056595894,1
348,254124394,9557718744030,6
349,244116826,5984432543304,4
350,244116345,5119223436636,6
351,247250502,5229439312808,8
352,125781845,3360757759360,2
353,196227081,4622734495117,8
354,155526698,9471281265364,9
355,196768863,2432857058856,6
356,244110052,8597562209675,10
357,244108831,2123201948178,8
358,244118090,4081240619969,8
359,259540901,8867250320346,8
360,262745757,3526146907209,6
361,252352122,7111685444222,9
362,262936224,5924375459184,10
363,196223039,2206806643183,8
364,249221507,6802891333731,9
365,244113643,2323751794914,9
366,244108221,8592115922639,9
367,252733981,3598175379522,10
368,244108383,7374187437524,5
369,252863121,3882725793902,3
370,252731480,5872073554695,3
371,217141344,3206522985439,4
372,191434397,5157695532973,6
373,155522016,5575658052496,10
374,259549092,2538687655626,7
375,259551561,4525417685568,7
376,244109272,5482373652454,7
377,244110621,1673812893879,5
378,249221506,7506741936875,9
379,259539996,1441709288536,9
380,216356443,9393871567684,6
381,259541372,1758924366370,3
382,244112404,9255603853388,10
383,125780466,2418063469472,1
384,125780813,1522300268294,1
385,220764259,9837273162736,7
386,199571217,6200013938658,1
387,249941658,2971454333496,10
388,247251042,7059824299033,5
389,244117517,2875212467203,9
390,168117359,3541690823214,5
391,251585400,8188438358057,5
392,203988590,7367135016923,9
393,230005380,8994699592328,5
394,230312222,8317378810084,7
395,193003312,8149597757893,6
396,178783821,9476242221891,5
397,88085917,7084691930531,9
398,243026969,4241460906226,10
399,193857673,7210334654937,7
400,149969265,1767143572658,5
401,104794344,3308313725016,5
402,230012823,8309707878171,7
403,214721093,8124065139178,1
404,195435057,2453074543826,10
405,205177988,3130490434623,8
406,230011481,7314439704594,6
407,146265585,4434570883826,3
408,104793449,4663739668882,5
409,199747419,2434014791142,12
410,195791153,9753720526333,10
411,193699906,5336357270724,6
412,20495958,5649601640052,4
413,74560226,5492101995579,6
414,127936406,1478471071646,1
415,192588138,8708803231321,12
416,248607332,7117518946399,6
417,175175330,4801999501760,6
418,50482234,3275157386285,1
419,104684895,3290572791366,9
420,196517635,2755169241864,5
421,203730360,1318328216009,7
422,60670835,5324588799633,1
423,40826513,3393752286004,6
424,200520774,5363559640876,9
425,153687543,7311670293047,9
426,210277092,1714537963299,7
427,65771389,3680426632176,2
428,248608205,3267050424304,9
429,193970121,7680213013388,8
430,193579457,7809385477717,5
431,200951582,1056332378268,6
432,195523933,1722107895581,4
433,193413209,4405516554200,4
434,104793076,9234135420699,4
435,163725298,5244706157743,9
436,187182973,6002157948244,4
437,249222128,7162534219010,6
438,67068153,6587852263752,8
439,187182997,9444880437749,3
440,166037123,3782494711599,3
441,164973735,6998650847201,9
442,177662705,9053797383307,5
443,133723117,2256703519578,5
444,86327766,4561290077277,9
445,164939053,6542128567202,8
446,67068078,4347759821460,7
447,21077696,1747944671611,4
448,164210439,6524996237076,6
449,183116465,1593688432812,6
450,112057168,3379160214036,4
451,200796047,2387434192226,9
452,188447843,2136241337213,1
453,97587876,4206127290858,7
454,199633942,1422508274932,9
455,50481973,9722555580851,2
456,166036133,9270209333483,3
457,109616919,2503904174928,8
458,4538085,2026552858829,1
459,147340781,1561889495571,5
460,109624122,5247135558675,10
461,202822197,9116562856418,7
462,155525067,8232928384537,9
463,205180124,8106828723754,6
464,165012384,3114769447342,4
465,210277082,5841750159572,10
466,193196520,1485125603694,2
467,205177741,3210972088681,4
468,173945769,5239734593609,4
469,164976512,5003528107289,6
470,194370581,9871200430621,1
471,190548248,1831305557833,1
472,164972620,5006092351622,9
473,144605435,9025551316477,8
474,89928689,8911958493031,3
475,172157742,8032995449954,1
476,164965320,8707559866303,10
477,164965371,9832583057715,9
478,179576889,9621652604325,1
479,116823615,9128895447991,6
480,55513094,5803689516481,4
481,197149863,6981211377740,9
482,199633145,4135878659625,5
483,199633670,6290919692637,1
484,179169609,2386160255132,10
485,20279446,8564547806522,11
486,177184170,6471838765021,10
487,95026320,1417953535750,9
488,189587202,5439126162281,8
489,185245466,8181472857518,1
490,194406717,7047881796945,7
491,67067709,8081551707886,9
492,196337091,6793276835494,4
493,174519351,9185634035874,3
494,147689002,2128055272848,7
495,164967195,4174358164054,8
496,199633908,9599090854103,1
497,67070140,9188199891348,9
498,193413435,4341396268727,5
499,230313059,8126383345233,6
500,189253112,5077666707971,3
501,171097861,2570611909897,6
502,180050306,6215006547104,8
503,166079091,8258644963039,9
504,192562368,9107795849528,8
505,67070262,2855473906995,9
506,164203822,5036396582855,9
507,165012336,7443550466235,3
508,166495190,2217241971578,15
509,197138919,1140713978111,5
510,188409045,9175413319133,5
511,20495952,6570339164147,2
512,44922990,1232100716645,1
513,192444833,1081939818462,5
514,185351730,1560794837965,4
515,252334177,4817145633597,4
516,172586445,8010271176534,10
517,115140010,7538398091316,5
518,164195620,7131956374905,6
519,101936133,1379868668553,8
520,177770782,6800174124322,3
521,244108087,5163381966975,8
522,247394145,3596329438180,3
523,67066117,6976786508570,8
524,196802825,5105384980354,6
525,205178455,8099265381021,9
526,192413463,9737006066831,1
527,110947726,7870915188998,7
528,198734489,8502160963708,1
529,191435738,1140409670924,6
530,170831483,2491190877394,3
531,95878930,2002812122677,10
532,168228684,7458412713706,9
533,87968233,2578214179706,10
534,182581046,7184784185315,4
535,165281860,7613212147321,10
536,173541792,9419692926241,3
537,202822015,1860715789755,8
538,101840447,8044448782265,10
539,105710758,1647664467498,5
540,164965852,1930707385190,9
541,130137120,2613130121354,9
542,199634466,4116935507975,6
543,189076761,6306352508543,5
544,67597881,7755357294901,5
545,192588361,4809008570940,10
546,192063193,3324131883403,5
547,170378262,5837427247473,1
548,15509857,1760337409332,4
549,171140938,9248617433091,10
550,165264853,5360861076398,9
551,200799134,3435632734688,10
552,199632815,8298030798606,9
553,173786306,2580215160941,7
554,53837150,4736882457378,1
555,196381933,6578007693454,4
556,166036548,9939369491309,5
557,182316597,7833733250232,1
558,173266308,9697920431142,1
559,188446397,1774999463545,2
560,208017406,8418797301159,5
561,193564012,8513844852712,9
562,198955089,7622716523275,1
563,50736329,6763968330537,6
564,127338931,4201019786201,8
565,145124388,4568351173157,5
566,242753395,8349846435437,3
567,39979865,9080271609363,1
568,202821561,3126098784662,8
569,104792780,8195704065698,9
570,5996197,2377276365903,4
571,182150040,1982967548852,1
572,50483190,7898932760726,4
573,142711678,5823423766387,6
574,133069673,5962940798674,1
575,174892438,6025542334511,3
576,174552809,4218403792249,6
577,207729949,7300639524989,3
578,191656065,7970061776773,6
579,186263212,3478967050255,5
580,244108490,1173742551881,5
581,176247703,6026214121421,4
582,164964277,8005051755569,5
583,203703787,5460892541347,8
584,194505142,6641427756703,7
585,192063256,5221745851301,6
586,205178371,1835616208069,9
587,146593180,6150417538497,10
588,145655019,7240628096445,9
589,217514837,7995300113051,7
590,134253456,8526717077567,9
591,46489686,1490327109903,1
592,193006461,9177463177397,1
593,198437028,5801481756414,1
594,94159044,1664062465437,1
595,180364499,2768662697202,10
596,243029445,6859972073750,9
597,196976653,1550927142956,13
598,115263821,9642205260784,8
599,196342649,4777120138072,13
600,134976830,5628002636179,9
601,191657150,6612677558873,8
602,199632672,1300984644160,6
603,192697519,5841658337940,10
604,174552180,3236634400966,9
605,110947717,5428466756685,6
606,168228451,7079313967738,9
607,165013166,7572326739078,5
608,181562262,3248138526022,5
609,67067822,2866042882664,7
610,49749800,2049718272178,2
611,202821871,6993755418282,9
612,202764101,4449512348404,7
613,105714347,3279002587156,7
614,166036827,8638668614139,4
615,67069199,8463271633407,7
616,93074373,8426021176889,1
617,192413605,2575644685376,1
618,103001101,7840563887346,8
619,67067242,8054935793225,7
620,193053178,6149689532691,23
621,202785592,4469392186318,9
622,49025210,9906003197284,5
623,92806323,3551541011496,8
624,204023571,6398926602959,3
625,181805196,5833438052319,9
626,205180029,6024428955144,9
627,142711619,3095604386479,6
628,189253209,1358578071943,7
629,170069093,3624599672995,8
630,176247545,8271322203663,7
631,105711677,3716609964544,1
632,197380678,5073839791041,1
633,10702629,5399533864582,5
634,171098362,8881722781573,7
635,171231253,8902845601275,1
636,192562703,4886069941483,9
637,90209128,9562787590586,9
638,171293817,4718056376624,8
639,184674313,2974380887590,6
640,194442722,6907003891043,1
641,203841660,4956152633957,5
642,146260183,6787813907977,9
643,145136489,9647033751788,6
644,164195623,3073520432128,3
645,192064151,5914376538903,6
646,177273673,4981571705061,4
647,205292754,3601375749597,8
648,57283747,9031121592724,5
649,190705701,3784924758589,5
650,195233043,7665023708227,9
651,162423986,7067349732300,5
652,49861240,8786192644605,2
653,67070033,8722408086722,8
654,177273586,6625056310962,5
655,105372843,6452862504682,8
656,167237588,4670574417483,1
657,174383300,5416936680635,6
658,62281151,1066907580099,8
659,249184068,3990243767416,5
660,252870118,4446181313944,9
661,249651397,3400775001188,5
662,184251255,6257898209836,7
663,249202333,9923470763940,3
664,253379717,8061129337808,7
665,199633135,3350115962163,7
666,103022001,6607454641261,2
667,197978071,9802554933838,9
668,181562556,6909889210776,6
669,168195597,8976619840713,9
670,205179143,7650344722665,9
671,186560925,3420641512355,3
672,97728505,4431871066383,3
673,145250554,5653031255180,9
674,204017612,2050722813401,10
675,195661549,3433911457045,6
676,37945800,4420077585952,1
677,192413516,5417174101663,1
678,37946952,1012203817285,1
679,190548164,4380722037782,1
680,128292484,7457893840600,3
681,192182691,7645867390837,8
682,192697210,7891158086702,10
683,103015490,4488449908925,2
684,193969466,6453774606248,5
685,164195456,6990209508726,5
686,174552806,2677592083633,8
687,165601427,4465894418982,7
688,163725299,7004849259173,8
689,162423952,6220576910480,4
690,195465602,4766547137340,1
691,184763208,6289071369008,8
692,199633323,8877748506473,10
693,191653683,1823565942533,8
694,177273666,3874251867958,6
695,41539086,9784828042800,1
696,67067148,9779874758096,8
697,247418591,1097867554500,8
698,150725911,5438042977791,3
699,163738963,4075700358556,4
700,100465897,4247760582260,7
701,253328312,4430603429107,10
702,243030546,3523583790983,10
703,243028028,2030191984477,10
704,202785270,5550901639730,9
705,171932397,3765050565932,10
706,200799123,2213233236446,9
707,37945191,5057258865665,1
708,49543465,1728186181342,5
709,85623671,6374494073473,9
710,195691266,3049833583569,5
711,160930890,4379885705409,5
712,140917572,6063349097532,1
713,115715038,1548203070188,8
714,189908629,1067501391550,1
715,193606034,5388562795714,8
716,81012657,8386513487638,5
717,182150080,6472161697263,1
718,249942025,1686932568742,7
719,244115344,9204639707551,8
720,97959166,8695669482434,10
721,195665839,1911157369816,2
722,195661593,1071142632360,1
723,118126072,1569413668830,7
724,80874364,1856326468642,2
725,128268699,3333556528848,10
726,134253258,7205178443485,5
727,160875924,6274778798438,5
728,167166995,7021461054672,10
729,202865342,3656997935856,8
730,103022513,7520162794317,2
731,50549292,7739996373005,1
732,107028378,4671413554847,8
733,208017505,4608535170291,4
734,208017486,1372678363441,5
735,205178329,4698983224850,9
736,254124434,1832407150410,6
737,4956231,2593313044376,1
738,252061523,2163815279697,9
739,253355896,2934575346994,9
740,171100779,2158509315863,8
741,153609442,3688034312225,3
742,81508051,7272276985988,5
743,172844732,9220860605396,4
744,136938990,7736475551279,8
745,177273553,1302254632840,7
746,199633518,3001784689851,5
747,169115658,9808427783036,6
748,168897311,9887069253856,3
749,80238389,4622032268672,8
750,50256857,5637004982282,9
751,163738899,5109568860719,2
752,67070109,6672234519760,9
753,196233737,8606152418026,8
754,142848361,5426183585540,7
755,191425091,9161173249211,1
756,172154850,1909786835438,1
757,178724401,7118724298606,9
758,192063952,7041313030614,4
759,67067588,1402060798498,6
760,124245744,9414680275342,9
761,244121565,6846154416197,7
762,174439830,6279860167482,6
763,182479398,9020997773748,9
764,202822183,1570937387864,8
765,173253060,1789567552827,7
766,136151235,2272509741437,6
767,134977616,3784300730277,8
768,164806879,2577911526870,2
769,184520884,9004504337314,18
770,174552590,7241896487600,4
771,196969114,2857760979198,4
772,195714486,7749164136357,25
773,44664048,7148433360728,4
774,160875675,9268528020165,3
775,199634196,5830343917266,8
776,225220172,4022981695934,1
777,203949808,2883800841894,5
778,208017649,4749094651823,5
779,174891308,2248765525399,6
780,196480837,1396484911819,5
781,167264624,5756568681216,1
782,197264270,7578418499075,1
783,177501180,9995475496715,14
784,188963897,7216555057268,4
785,196785201,6913184082857,1
786,182316617,9041832099768,1
787,197777114,4630804900528,6
788,198784789,8450766964263,6
789,171572995,8439628363464,2
790,214742397,2721258469779,1
791,153518864,9945969972943,4
792,215193822,5965156261622,10
793,243028485,6786438499539,9
794,165277373,9299189748363,10
795,252734884,4301155144379,10
796,58484309,9525464734267,1
797,57151356,5173293816179,6
798,3720653,2034829218504,5
799,97961832,6835804762588,9
800,184762992,4129538569435,9
801,165012604,8848563082697,4
802,168897415,4780792634831,4
803,37947807,3427905292632,1
804,173012905,7639778852569,10
805,174552623,1309839212564,4
806,37948143,3517791190157,1
807,192063079,3554821935089,7
808,184762616,2198986781199,7
809,127690246,9030909088219,8
810,103009932,9160969372994,7
811,167427924,3353684444533,4
812,174552328,7495212455812,6
813,97566239,1349319104843,3
814,103011548,1806084921464,8
815,194368635,3554515884050,1
816,125781840,8126074956724,5
817,134303557,8453919373744,3
818,37950127,3238652895744,1
819,67068468,9668109223204,9
820,103011980,9672527615237,6
821,180720307,9464462717767,7
822,195574252,2593540100984,1
823,105715971,5087986428270,1
824,103459159,2999859279020,3
825,186264431,6385271369941,3
826,182849441,7620832108496,5
827,37946195,6758218496286,1
828,57484309,5047340978595,2
829,162424052,8182600376751,5
830,181566138,7614156154793,3
831,176151124,1542867577979,5
832,195691054,1686279641879,4
833,173295090,9060046014362,2
834,174552190,8241635152993,5
835,247252666,6607475956570,4
836,198632034,7672797988396,9
837,222665777,9364221932484,5
838,203730442,6048093519084,10
839,220819348,6993560266541,6
840,249221833,5971708676237,9
841,194410415,5883925709181,8
842,199633078,1070838513503,5
843,249221363,2556166246196,6
844,205274426,4115649842988,4
845,195939199,2659998186736,1
846,211278044,3646707825274,1
847,172437598,4488357613170,2
848,194411528,1496275335478,7
849,195667749,8873464812945,5
850,37950175,8764221231743,1
851,205686817,2090785196852,1
852,199634260,2137765654855,5
853,247251097,1954224058686,3
854,37946809,2556399936973,1
855,252640029,6002392543326,9
856,217734530,1309040449193,6
857,186263365,9695012359164,3
858,222665863,7387557218488,7
859,247250912,9203687556280,5
860,243245339,9573055984149,5
861,244317782,1595360820221,4
862,248684559,7596709609373,11
863,198459873,8640357748180,10
864,247250367,4620063991328,5
865,262652735,1972559919340,1
866,252711019,1942931821157,10
867,210277287,4787571754564,9
868,262891520,7155067230938,1
869,262891625,4717454131693,1
870,252639821,8757068101653,8
871,205271192,7084816359474,4
872,252729112,9609676548115,7
873,262707642,3323553663635,3
874,262891583,6857893456484,1
875,262902977,2280831082874,1
876,243030095,3517660856204,10
877,249202197,3733473427307,2
878,210276757,6960333524681,9
879,263275318,4950200636871,8
880,211271638,2607218226984,5
881,220764422,3214384178094,7
882,227413046,2740385243357,4
883,211271993,2496328046792,3
884,249197403,4031845764855,5
885,247250042,2795508698380,5
886,194413369,7926897781102,8
887,197527903,1248258543417,6
888,249193709,3253275074969,4
889,211276158,1023650000900,6
890,247252462,8653532214166,4
891,194413326,7292452898788,3
892,192064023,8745346062715,1
893,199634454,5351325843162,8
894,254207055,8378917775903,10
895,247252405,7567774580817,2
896,217734572,1194425908527,10
897,194467408,2077141883771,6
898,211271355,7535346533515,5
899,217734976,7817397573247,7
900,222665721,1360853671521,7
901,195994180,3586075493496,1
902,204020375,4780301321653,10
903,220684837,8028464013625,6
904,247252077,8557309359298,3
905,196480784,3259317603566,8
906,207735498,6198715668937,2
907,194505202,1855730390290,4
908,195691319,1831133801529,6
909,230043243,2819374090120,7
910,211274598,2272004755448,9
911,208103244,7204175369705,4
912,199632629,4697919048596,3
913,252735271,3320819865434,9
914,262705914,5113908859636,6
915,243038979,1466138424181,10
916,262694598,8785037863270,5
917,196224585,8649819231020,8
918,222665800,7028390130871,6
919,199129618,6877751576078,5
920,216206620,4548205500411,2
921,211273464,4062172799198,7
922,205276709,4800613570924,1
923,205687002,2924856920084,1
924,195232934,4762865987732,10
925,198631727,6079372671997,6
926,192063314,5170531908848,8
927,198035759,9919286171302,1
928,192063289,3254321517134,3
929,195665516,8964916811177,3
930,211277890,8952677439251,8
931,220764119,3005608888074,6
932,192063107,2354682583769,4
933,184697886,2157499717611,9
934,37946404,3612450883255,1
935,248612545,2212345010094,3
936,200795961,6806385336123,10
937,195665174,5516238356364,8
938,204019706,6513422008271,10
939,198035642,7446201205231,1
940,204019633,5080025846850,10
941,247252151,2970494472644,5
942,191424904,8621421796847,1
943,196481211,7520900368362,1
944,205179583,5795164309625,8
945,196224594,2956493656465,8
946,247252592,7334992136348,3
947,211267187,2480232474341,4
948,196226943,3328618541919,9
949,247251285,5028448779790,4
950,215193882,1621688909148,9
951,225933610,1535643022899,10
952,251253657,6215109029322,3
953,262704625,5882212357172,1
954,262693321,8413463568330,4
955,262887024,7000225591522,1
956,243030562,2473877482489,8
957,249202711,4701237011820,2
958,262890305,8734857397698,6
959,196224533,3630436472831,8
960,252074409,2291795457979,6
961,263275464,2717504048624,10
962,247252337,1722509049427,9
963,194414231,8702368971244,4
964,196223158,3062106878151,8
965,216354343,3169276119059,5
966,251067819,8767578258896,3
967,247251400,5956912446906,7
968,37950676,4840516275945,1
969,225220548,4998505087553,1
970,217521276,4109969270194,6
971,220684795,3973673992974,6
972,204016162,5521460672386,10
973,249221667,8474123770053,6
974,203703770,2826756481363,6
975,247251193,9558560637948,6
976,194413709,7385569053253,8
977,249196412,4654439932643,4
978,194410268,3716520066388,7
979,260107685,6509971183926,4
980,205687589,5045301430099,4
981,195666770,3245454413202,1
982,253253341,1137724080337,1
983,217521319,2954160086314,6
984,181562288,3158533236991,5
985,242704605,6411201717259,6
986,222663095,9468472838742,6
987,211263220,5049319752146,3
988,262730940,5386514142776,3
989,262673656,7116968478001,9
990,252793727,5228723367918,10
991,15403333,2500588992493,1
992,197975232,6417241630844,4
993,200648026,3524795732074,9
994,138507597,7180012863870,5
995,67068534,5129766557599,9
996,140469457,1607292085841,9
