,product_id,category_name,max_page
0,187950375,bang-do,28
1,196378640,bang-do,28
2,33956365,bang-do,28
3,138871166,bang-do,28
4,191911752,bang-do,28
5,24788855,bang-do,28
6,197990408,bang-do,28
7,121375709,bang-do,28
8,108890114,bang-do,28
9,200970478,bang-do,28
10,190824117,bang-do,28
11,198693916,bang-do,28
12,197887592,bang-do,28
13,82959305,bang-do,28
14,119994075,bang-do,28
15,187950375,bang-do,28
16,138284344,bang-do,28
17,114742362,bang-do,28
18,51654356,bang-do,28
19,90325612,bang-do,28
20,190588701,bang-do,28
21,53537342,bang-do,28
22,82959288,bang-do,28
23,114743938,bang-do,28
24,167965913,bang-do,28
25,173409596,bang-do,28
26,26299316,bang-do,28
27,186861056,bang-do,28
28,128327129,bang-do,28
29,169876885,bang-do,28
30,12165025,bang-do,28
31,42481244,bang-do,28
32,58502208,bang-do,28
33,31140848,bang-do,28
34,4260047,bang-do,28
35,96313467,bang-do,28
36,90326319,bang-do,28
37,167545656,bang-do,28
38,173157656,bang-do,28
39,138273969,bang-do,28
40,167962268,bang-do,28
41,58280865,bang-do,28
42,136367846,bang-do,28
43,48092973,bang-do,28
44,196378640,bang-do,28
45,90323381,bang-do,28
46,36331865,bang-do,28
47,141972313,bang-do,28
48,165996500,bang-do,28
49,74550535,bang-do,28
50,75514740,bang-do,28
51,146373180,bang-do,28
52,214491273,bang-do,28
53,89154551,bang-do,28
54,115612869,bang-do,28
55,31140877,bang-do,28
56,110350113,bang-do,28
57,122871674,bang-do,28
58,58072535,bang-do,28
59,90323115,bang-do,28
60,37240696,bang-do,28
61,59527192,bang-do,28
62,51566846,bang-do,28
63,96633905,bang-do,28
64,161864180,bang-do,28
65,53205125,bang-do,28
66,167961099,bang-do,28
67,19672406,bang-do,28
68,58531168,bang-do,28
69,10920500,bang-do,28
70,2600255,bang-do,28
71,78893457,bang-do,28
72,90323839,bang-do,28
73,43009556,bang-do,28
74,140332351,bang-do,28
75,105902000,bang-do,28
76,32214090,bang-do,28
77,122301991,bang-do,28
78,77028860,bang-do,28
79,144278911,bang-do,28
80,144278911,bang-do,28
81,122375035,bang-do,28
82,107851666,bang-do,28
83,123348915,bang-do,28
84,78893423,bang-do,28
85,167554815,bang-do,28
86,125927919,bang-do,28
87,197990392,bang-do,28
88,4167227,bang-do,28
89,23391068,bang-do,28
90,167959049,bang-do,28
91,188487016,bang-do,28
92,54722890,bang-do,28
93,99672089,bang-do,28
94,14544227,bang-do,28
95,39367241,bang-do,28
96,174865103,bang-do,28
97,208595093,bang-do,28
98,50529827,bang-do,28
99,197990372,bang-do,28
100,35924739,bang-do,28
101,120518570,bang-do,28
102,120264354,bang-do,28
103,90851655,bang-do,28
104,90322342,bang-do,28
105,59199871,bang-do,28
106,228102255,bang-do,28
107,194788349,bang-do,28
108,111207139,bang-do,28
109,121977705,bang-do,28
110,113482737,bang-do,28
111,94419213,bang-do,28
112,90323275,bang-do,28
113,140879497,bang-do,28
114,191822257,bang-do,28
115,90323104,bang-do,28
116,214762370,bang-do,28
117,138383824,bang-do,28
118,72769955,bang-do,28
119,59524337,bang-do,28
120,167964665,bang-do,28
121,136368391,bang-do,28
122,34464839,bang-do,28
123,173672594,bang-do,28
124,73565751,bang-do,28
125,59474766,bang-do,28
126,14083682,bang-do,28
127,51654457,bang-do,28
128,139149621,bang-do,28
129,204325831,bang-do,28
130,58281502,bang-do,28
131,106793624,bang-do,28
132,108045152,bang-do,28
133,160830398,bang-do,28
134,167962829,bang-do,28
135,74540204,bang-do,28
136,23394781,bang-do,28
137,33108070,bang-do,28
138,196595584,bang-do,28
139,147264615,bang-do,28
140,90322300,bang-do,28
141,51654575,bang-do,28
142,181217407,bang-do,28
143,90321955,bang-do,28
144,197740130,bang-do,28
145,114686762,bang-do,28
146,10646994,bang-do,28
147,22485991,bang-do,28
148,192680550,bang-do,28
149,78893425,bang-do,28
150,172321762,bang-do,28
151,26220388,bang-do,28
152,26703911,bang-do,28
153,196792081,bang-do,28
154,4099347,bang-do,28
155,59388755,bang-do,28
156,36630026,bang-do,28
157,184593296,bang-do,28
158,73187421,bang-do,28
159,167546627,bang-do,28
160,128291688,bang-do,28
161,90323368,bang-do,28
162,189972349,bang-do,28
163,196791932,bang-do,28
164,32976292,bang-do,28
165,16929329,bang-do,28
166,208760994,bang-do,28
167,164539631,bang-do,28
168,75515293,bang-do,28
169,197990471,bang-do,28
170,172159860,bang-do,28
171,145790514,bang-do,28
172,167964061,bang-do,28
173,113717885,bang-do,28
174,50871629,bang-do,28
175,80335771,bang-do,28
176,25700600,bang-do,28
177,115267141,bang-do,28
178,196791663,bang-do,28
179,58408753,bang-do,28
180,166398281,bang-do,28
181,32977926,bang-do,28
182,102404964,bang-do,28
183,109217522,bang-do,28
184,187512083,bang-do,28
185,162745903,bang-do,28
186,181802398,bang-do,28
187,126215905,bang-do,28
188,149193967,bang-do,28
189,33007828,bang-do,28
190,32957388,bang-do,28
191,136418598,bang-do,28
192,136821671,bang-do,28
193,58203359,bang-do,28
194,136940100,bang-do,28
195,143778983,bang-do,28
196,90324297,bang-do,28
197,199144210,bang-do,28
198,125100127,bang-do,28
199,208417637,bang-do,28
200,199144210,bang-do,28
201,125100127,bang-do,28
202,208417637,bang-do,28
203,113482690,bang-do,28
204,204561011,bang-do,28
205,78513094,bang-do,28
206,90324779,bang-do,28
207,136821066,bang-do,28
208,122871470,bang-do,28
209,4264597,bang-do,28
210,192859363,bang-do,28
211,168843582,bang-do,28
212,59388715,bang-do,28
213,58408760,bang-do,28
214,197990469,bang-do,28
215,90322213,bang-do,28
216,190848102,bang-do,28
217,203433912,bang-do,28
218,144237717,bang-do,28
219,52673702,bang-do,28
220,193770742,bang-do,28
221,113481575,bang-do,28
222,116639674,bang-do,28
223,90322971,bang-do,28
224,22594211,bang-do,28
225,196595616,bang-do,28
226,23630086,bang-do,28
227,40818559,bang-do,28
228,167959352,bang-do,28
229,138283399,bang-do,28
230,169517059,bang-do,28
231,4099331,bang-do,28
232,193531400,bang-do,28
233,207802557,bang-do,28
234,113174786,bang-do,28
235,155368260,bang-do,28
236,154153911,bang-do,28
237,167964878,bang-do,28
238,99670153,bang-do,28
239,206270441,bang-do,28
240,10781365,bang-do,28
241,138382715,bang-do,28
242,196792129,bang-do,28
243,185243258,bang-do,28
244,58408754,bang-do,28
245,39367307,bang-do,28
246,90326521,bang-do,28
247,164540804,bang-do,28
248,90324805,bang-do,28
249,35572316,bang-do,28
250,72506442,bang-do,28
251,26165528,bang-do,28
252,144250368,bang-do,28
253,197990405,bang-do,28
254,201930790,bang-do,28
255,115894414,bang-do,28
256,167962003,bang-do,28
257,155340291,bang-do,28
258,108213043,bang-do,28
259,179175501,bang-do,28
260,59474741,bang-do,28
261,191821027,bang-do,28
262,161938811,bang-do,28
263,78893459,bang-do,28
264,4167937,bang-do,28
265,4018743,bang-do,28
266,53922963,bang-do,28
267,126145814,bang-do,28
268,170338420,bang-do,28
269,182969917,bang-do,28
270,19442743,bang-do,28
271,51118288,bang-do,28
272,13374863,bang-do,28
273,126211961,bang-do,28
274,113483481,bang-do,28
275,113717219,bang-do,28
276,113482239,bang-do,28
277,108685791,bang-do,28
278,90323023,bang-do,28
279,90325634,bang-do,28
280,23485267,bang-do,28
281,194188118,bang-do,28
282,138902910,bang-do,28
283,90326644,bang-do,28
284,178307839,bang-do,28
285,90323496,bang-do,28
286,90322279,bang-do,28
287,172160486,bang-do,28
288,92507066,bang-do,28
289,122869369,bang-do,28
290,192680294,bang-do,28
291,90325254,bang-do,28
292,144230128,bang-do,28
293,92084002,bang-do,28
294,167966965,bang-do,28
295,167959227,bang-do,28
296,167959106,bang-do,28
297,167962744,bang-do,28
298,76827116,bang-do,28
299,179175656,bang-do,28
300,19441980,bang-do,28
301,108212219,bang-do,28
302,120792751,bang-do,28
303,32996612,bang-do,28
304,114657607,bang-do,28
305,196378700,bang-do,28
306,192860020,bang-do,28
307,90321942,bang-do,28
308,147010605,bang-do,28
309,33118979,bang-do,28
310,141972256,bang-do,28
311,138283799,bang-do,28
312,87010071,bang-do,28
313,92028225,bang-do,28
314,58491864,bang-do,28
315,90322670,bang-do,28
316,167962568,bang-do,28
317,55443197,bang-do,28
318,9520763,bang-do,28
319,59526332,bang-do,28
320,120214854,bang-do,28
321,149449654,bang-do,28
322,113483114,bang-do,28
323,252356914,bang-do,28
324,175213334,bang-do,28
325,108212152,bang-do,28
326,190548057,bang-do,28
327,92565529,bang-do,28
328,106793145,bang-do,28
329,167962011,bang-do,28
330,185646855,bang-do,28
331,42093654,bang-do,28
332,92668213,bang-do,28
333,141219120,bang-do,28
334,78893431,bang-do,28
335,176664517,bang-do,28
336,136872703,bang-do,28
337,28286841,bang-do,28
338,177057056,bang-do,28
339,107583373,bang-do,28
