,id,sku,max_image_url
0,252071637,2306479569647,https://salt.tikicdn.com/ts/product/ee/9c/e3/bd75418b87be30bacf7a3091f55c8ceb.jpg
1,208439152,1205273237747,https://salt.tikicdn.com/ts/product/ef/6e/aa/8b549dffceaea9a0b113294a0a40209c.jpg
2,105883794,7061351290695,https://salt.tikicdn.com/ts/product/9e/82/d3/7c5b9eafb6eea16935d0f702b6d37f41.jfif
3,252864898,6691558101873,https://salt.tikicdn.com/ts/product/15/44/42/8a8d18af92ab7f7b1d81ab6e2d91ae94.jpg
4,252865522,1514344184226,https://salt.tikicdn.com/ts/product/27/57/fa/62f16031b40c56abc056f1ec1afe1083.jpg
5,146591309,9326668280273,https://salt.tikicdn.com/ts/product/e0/83/6f/8deed1871f1c1f2e02b624c1fa606620.jpg
6,186310083,8670919066758,https://salt.tikicdn.com/ts/product/ff/a2/30/864dadda1604be0089623312c4c5b9cc.jpg
7,105711332,2809331057193,https://salt.tikicdn.com/ts/product/eb/c1/0d/a8b3881a76694d14d2cc60827069ce78.jpg
8,128269189,2529686933666,https://salt.tikicdn.com/ts/product/a2/f7/28/abd951721c03b1c87bc38ef5a77551a1.jpg
9,124146479,7084235902333,https://salt.tikicdn.com/ts/product/ce/b9/b2/66e9050bcd76e58a5d957e9edf55225d.jpg
10,128269542,2833045252984,https://salt.tikicdn.com/ts/product/e0/25/eb/dfb321a41d08ae2d85bb37f7b460a232.jpg
11,248089336,6476314827589,https://salt.tikicdn.com/ts/product/db/d3/c7/f51c25fa7323c5dcfe5833a730bd80e0.jpg
12,100968622,7779587072868,https://salt.tikicdn.com/ts/product/ec/90/33/22cbc4a0c7021b07053aaa946678be73.jpg
13,115815396,3144108220747,https://salt.tikicdn.com/ts/product/0a/0e/9d/4bcd2985d779f717525ae8f8066fb4e6.jpg
14,178537658,4481668611083,https://salt.tikicdn.com/ts/product/f3/2a/c5/c4be3ce222a4e873462174006d32ac02.jpg
15,124311508,4933424909213,https://salt.tikicdn.com/ts/product/69/0d/2f/bbe0c26253b90d348c0250240a870660.jpg
16,128268591,6995279834169,https://salt.tikicdn.com/ts/product/ec/77/87/a37b665ed8311a726b3baac63970e1b2.jpg
17,184760272,8724734161038,https://salt.tikicdn.com/ts/product/a2/f7/28/9f554c9076f15d8f1f2a528001b52186.jpg
18,124297898,8099725467969,https://salt.tikicdn.com/ts/product/69/0d/2f/245fc01cb614493f16ab5b4a4b233dcd.jpg
19,247562600,5291452897644,https://salt.tikicdn.com/ts/product/dd/da/94/a7fef49257cc1689f718fbfdd2fe1ca2.jpg
20,124777115,2380622856532,https://salt.tikicdn.com/ts/product/80/16/9b/cf7179665b0f0867f7f36e4fbde02c0a.jpg
21,85814056,5057374215277,https://salt.tikicdn.com/ts/product/8c/61/5a/a9f8aeb9f383a61cc06456c5f51f6c89.jpg
22,166107627,8069756821088,https://salt.tikicdn.com/ts/product/79/a3/1d/85a9f8e7caa96ea05a2b00364c6fae6e.jpg
23,99698946,2473493020117,https://salt.tikicdn.com/ts/product/7d/ad/38/87e3e3a177b7c843ada797d5a9e4d93a.jpg
24,173239501,7011743497584,https://salt.tikicdn.com/ts/product/de/d1/3b/916bb52c92f10bf8a26fc60f458b8644.jpg
25,48995670,2839689904686,https://salt.tikicdn.com/ts/product/10/43/76/08d0ce798dcd9396f36bd4688cc5e8c0.jpg
26,171856499,1749454867968,https://salt.tikicdn.com/ts/product/d8/4a/c7/91689cff17de14511a69b9e6c731c5f1.jpg
27,48995698,6735572938782,https://salt.tikicdn.com/ts/product/56/2c/c9/6598f8e0f73016c436c99351832811b8.jpg
28,259539350,7977277546771,https://salt.tikicdn.com/ts/product/bb/f2/b0/49733bb7b9d454114c37f534b7992bfa.jpg
29,259539630,1127637354741,https://salt.tikicdn.com/ts/product/f9/02/09/2f9954cf4f2e07a995f5e13bbf2e838c.jpg
30,242704717,2384067814898,https://salt.tikicdn.com/ts/product/f1/26/47/3ee9ec02b41c6694d10d32ef75f11d30.jpg
31,204714674,6771336979589,https://salt.tikicdn.com/ts/product/ca/96/6f/e7ee84e7dc6824d71db2d5e68ee9217e.jpg
32,259538641,7302336369873,https://salt.tikicdn.com/ts/product/ec/77/87/ce944999bc6ad786e9c08e3f1656b816.jpg
33,259541645,1609411130731,https://salt.tikicdn.com/ts/product/c9/e5/5e/201c492df59bcdd0961b5cb68d0bb05b.jpg
34,259540454,6804497839143,https://salt.tikicdn.com/ts/product/c5/43/31/6bbe94b1ece173ef85fa020f1053bcdd.jpg
35,259540470,9164190629821,https://salt.tikicdn.com/ts/product/a2/f7/28/df3f541b9d81b54683474ece638a770d.jpg
36,259537885,4773917414089,https://salt.tikicdn.com/ts/product/c9/e2/07/72e9c29dfd7fd740a6f54984d9e1e985.jpg
37,248403341,2447568452476,https://salt.tikicdn.com/ts/product/a6/1c/85/2dfdfaaf3f8b68c78c43f8a8d390ad03.jpg
38,202854180,4974520575116,https://salt.tikicdn.com/ts/product/eb/cc/2f/0f02adb0b976c80556a26629a37f3838.jpg
39,184761460,8050200017284,https://salt.tikicdn.com/ts/product/ec/77/87/1f8fafb6e5185c0b92a5d240aefbb3a1.jpg
40,105595024,9155116156290,https://salt.tikicdn.com/ts/product/95/5e/10/7bfc0d81b939771c8c5632a01d489bab.jpg
41,22445110,5033231712478,https://salt.tikicdn.com/ts/product/e2/c3/b9/8f1a72dda73277653822288dc31d43be.jpg
42,254124374,2181337736704,https://salt.tikicdn.com/ts/product/e5/a0/44/467fee6d2bd26b329032b5238e02b341.jpg
43,254124492,1304444710119,https://salt.tikicdn.com/ts/product/b1/35/03/48e80771bffa34c860a6fc239b14f9e8.jpg
44,187747352,1683236807705,https://salt.tikicdn.com/ts/product/e7/13/08/d88c4320e38dc838d45606dd4da71488.jpg
