,id,sku,max_image_url
45,196233252,8041666244022,https://salt.tikicdn.com/ts/product/4d/34/f0/79c74195daad1f85fd20c60f3c4f1e69.png
46,73505435,7891792432147,https://salt.tikicdn.com/ts/product/ff/92/a9/faae68ca9691cf558bebd8e4a4432b62.jpg
47,125778220,1134213372626,https://salt.tikicdn.com/ts/product/f0/ce/fa/ecc26c05b21539a0a868b2f80864c2d7.jpg
48,200520738,8103014096619,https://salt.tikicdn.com/ts/product/d6/98/6d/651bb9a083cddc2419144bc23a7f5765.jpg
49,48995794,7379464486471,https://salt.tikicdn.com/ts/product/67/dc/c7/cd9e8fa87b36af627fa6945a09d589a3.jpg
50,216299568,5601720284775,https://salt.tikicdn.com/ts/product/ff/4e/3c/859c741290906a5040d49888f657b415.jpg
51,206292265,9588283497469,https://salt.tikicdn.com/ts/product/fb/29/ec/a54f725b67f26d632d3c2a0ecdc0e665.jpg
52,103879065,7947051119750,https://salt.tikicdn.com/ts/product/ff/bd/fe/5185974317d20164a92b050dc9d476f0.jpg
53,175987433,3480790642705,https://salt.tikicdn.com/ts/product/c6/ae/7d/174a17cc2b72444af6195c82f8b2f4d3.jpg
54,59260878,3376454653107,https://salt.tikicdn.com/ts/product/e2/8f/73/1a5b1f50785c0c1986bcd47c2a74f6f5.jpg
55,193747939,9686721135241,https://salt.tikicdn.com/ts/product/c9/bb/c8/028316daf87d06617aadaf386e91b44e.jpg
56,178339958,5448966005391,https://salt.tikicdn.com/ts/product/eb/c1/9b/258388804f452d14f5c376f107cfc9d9.jpg
57,153257821,2614823237094,https://salt.tikicdn.com/ts/product/be/0a/ac/cf206b918958514d067130bc66005994.jpg
58,173406369,3897516549056,https://salt.tikicdn.com/ts/product/ff/c6/8a/ce3c05ccebd3dc4c94d753f18b3d9ce7.jpg
59,130080161,4332669408618,https://salt.tikicdn.com/ts/product/df/5d/08/edaa307d9ff09319e5502d9549546ed3.jpg
60,153259051,4681783526390,https://salt.tikicdn.com/ts/product/dd/a7/26/a9b35e34bb75c96f62d55ad72c7bdfea.jpg
61,115787401,7381165918896,https://salt.tikicdn.com/ts/product/ec/39/33/774f5d3dbcac60aeef02973afaef3dc3.jpg
62,79712620,1783847032189,https://salt.tikicdn.com/ts/product/fc/5e/f8/f1949e172c8c9519b11bc0f25e0eb4a6.jpg
63,145251957,1073244724644,https://salt.tikicdn.com/ts/product/f5/8e/9d/e8a2f5a2b8fb286f68205c5ac6528c39.jpg
64,184762640,8686598044807,https://salt.tikicdn.com/ts/product/e3/92/8c/d52cafbf958f199ee45fba482cffa9b1.jpg
65,84565546,8202724325488,https://salt.tikicdn.com/ts/product/d9/84/21/b3787941c9e33a46fdea3093140babd8.jpg
66,140968125,3085392454165,https://salt.tikicdn.com/ts/product/ed/1d/87/86f7281f581308bd0b0d3657a8b3bb73.jpg
67,169988909,9678198974334,https://salt.tikicdn.com/ts/product/e3/0b/6b/9e3afe8838e4224fa4c17b62a81d7c62.jpg
68,249222142,6151439711061,https://salt.tikicdn.com/ts/product/e5/23/42/91b6c923e5c581aa195ee0c2ba013ae7.jpg
69,159437868,7005430242239,https://salt.tikicdn.com/ts/product/f9/cf/8a/6ee439d13fc39045c119c4cda797376b.jpg
70,247649119,8656616602082,https://salt.tikicdn.com/ts/product/f8/6e/6c/ecbcf9b4a9d4b2365e5557e5aebe417c.jpg
71,178957891,5605344155142,https://salt.tikicdn.com/ts/product/7e/31/8a/b177c9394e3ed88971df59f0f77bd2b7.jpg
72,142002374,7123080148988,https://salt.tikicdn.com/ts/product/b7/24/6b/3a8c7122a592ec5adaa6a260ff81e081.jpg
73,186310624,5122380144075,https://salt.tikicdn.com/ts/product/ee/c0/74/cc5559eb8208543c42baf62912e1777a.jpg
74,116623755,3484854071257,https://salt.tikicdn.com/ts/product/fb/ad/13/e7be5eb6035a730b3e3b0c1b94b0f9d3.jpg
75,179912036,6623921726163,https://salt.tikicdn.com/ts/product/fb/f6/11/894798f27c92eb95e86886fe220c29e3.jpg
76,124146776,2106390447914,https://salt.tikicdn.com/ts/product/cf/74/ff/2012b5b68c2517959a57636358f193e4.jpg
77,200521052,8562340695901,https://salt.tikicdn.com/ts/product/d6/98/6d/46b64df5fdddfd5459fd06102723da1d.jpg
78,200992484,2816907993934,https://salt.tikicdn.com/ts/product/6a/fc/b5/f0fa714568d03d6811ec4bb667b25dbe.jpg
79,134253975,7610064666083,https://salt.tikicdn.com/ts/product/fb/9b/ba/ba95e5bf0976c635d92c3c62d186ddef.jpg
80,170986708,7974242438337,https://salt.tikicdn.com/ts/product/dc/76/62/ec23490427cdedddd72a70bd6d8cddb3.jpg
81,198784791,9378568753900,https://salt.tikicdn.com/ts/product/c1/9a/13/5759e963e55473d182ca6563c556f5ef.jpg
82,184760818,8213468860686,https://salt.tikicdn.com/ts/product/c5/43/31/18a90f5ad17ba8dfd9317debcdc13f41.jpg
83,125779663,4418767286383,https://salt.tikicdn.com/ts/product/a4/f5/18/274b18ea839dad4e288f02b8c032835d.jpg
84,193413604,1608012905487,https://salt.tikicdn.com/ts/product/e1/73/c2/c7564a7bbfc6e869dba98f0820a2d07b.jpg
85,244120169,7491269983149,https://salt.tikicdn.com/ts/product/85/a4/a0/4630b32bcc864d84fd3cedf137db0694.jpg
86,193579455,5813384298659,https://salt.tikicdn.com/ts/product/fd/50/52/1c22114632cffc5f741c44b2cc74590a.jpg
87,144338834,9993943142300,https://salt.tikicdn.com/ts/product/c1/a8/23/cf33cca2d93096675643617982ac39f7.jpg
88,52386734,7867340761267,https://salt.tikicdn.com/ts/product/b5/22/91/e4325739de577ddbaf3459482b60010d.JPG
89,128269676,6505365634138,https://salt.tikicdn.com/ts/product/c5/43/31/a53468ce3a30c7c2f148787cba9d90a9.jpg
90,182990579,1658221282109,https://salt.tikicdn.com/ts/product/fc/bc/24/be64e9b3dc932c3a3fb7a739aa1a6947.jpg
91,248405426,7092319236034,https://salt.tikicdn.com/ts/product/c8/fc/9a/a7efc5fc0b5f3c4a1c751396b69583fc.jpg
92,245238787,4803758715625,https://salt.tikicdn.com/ts/product/fd/dd/9c/245d14dc7cf27a1238b63772db25d152.jpg
93,193606313,2745377301344,https://salt.tikicdn.com/ts/product/f4/c6/ee/6d058f229a8e46523d144ffa950bf3ad.jpg
94,125784730,2650314515494,https://salt.tikicdn.com/ts/product/4d/aa/18/fe2091481b57e054ea1e440fd4f6fb6f.jpg
95,254124610,7646742609968,https://salt.tikicdn.com/ts/product/cd/30/42/b2a9a321a2ccb3f93488fcf49f881010.jpg
96,173276394,7134561085160,https://salt.tikicdn.com/ts/product/f4/f1/7c/c9d32a53474410c28f06249394c6267b.jpg
97,184763442,9207168080253,https://salt.tikicdn.com/ts/product/c9/e5/5e/91138c3a2426a7028681c0f3c532d824.jpg
98,99326090,1242957893382,https://salt.tikicdn.com/ts/product/fa/27/36/d4d60fba375d476be79035245b6a86c3.jpg
99,54470248,8941258707247,https://salt.tikicdn.com/ts/product/30/98/43/300a25def28cdfd35621c548bff3ac87.jpg
